TIME_TO_INTERVAL,Year,Month,Date,Weekday,Day,Hour,power,dayofweek,isholiday,Temperature,RH,WS,feel_temp,pre_day_1,pre_day_7,pre_day_1_7_2,pre_day_1_7_3,pre_day_1_7_H,pre_similarity,next_similarity
2022-05-22 07:00:00,2022,5,2022-05-22 00:00:00,7,22,7,109.27999999998724,6,1,24.2,91,0.3,28.47917223266715,113.3399999999931,101.26000000000069,113.3399999999931,101.26000000000069,113.3399999999931,119.14000000002555,123.3600000000024
2022-05-22 08:00:00,2022,5,2022-05-22 00:00:00,7,22,8,109.6600000000278,6,1,25.0,85,0.4,29.15910362850046,123.3600000000024,97.17999999999142,123.3600000000024,97.17999999999142,123.3600000000024,113.3399999999931,115.4199999999862
2022-05-22 09:00:00,2022,5,2022-05-22 00:00:00,7,22,9,114.35999999997715,6,1,26.0,80,2.0,29.1817742715657,115.4199999999862,116.72000000000799,115.4199999999862,116.72000000000799,115.4199999999862,123.3600000000024,124.81999999999516
2022-05-22 10:00:00,2022,5,2022-05-22 00:00:00,7,22,10,110.319999999992,6,1,26.7,78,1.4,30.406688759752296,124.81999999999516,104.53999999998881,124.81999999999516,104.53999999998881,124.81999999999516,115.4199999999862,123.48000000002388
2022-05-22 11:00:00,2022,5,2022-05-22 00:00:00,7,22,11,115.16000000001327,6,1,27.5,73,1.3,31.22294874853512,123.48000000002388,125.900000000021,123.48000000002388,125.900000000021,123.48000000002388,124.81999999999516,133.6799999999805
2022-05-22 12:00:00,2022,5,2022-05-22 00:00:00,7,22,12,140.73999999999114,6,1,28.3,72,0.9,32.51688574577529,133.6799999999805,151.25999999999019,133.6799999999805,151.25999999999019,133.6799999999805,123.48000000002388,149.38000000001966
2022-05-22 13:00:00,2022,5,2022-05-22 00:00:00,7,22,13,151.52000000001092,6,1,29.1,67,1.3,32.97281341469714,149.38000000001966,136.86000000001079,149.38000000001966,136.86000000001079,149.38000000001966,133.6799999999805,157.15999999999394
2022-05-22 14:00:00,2022,5,2022-05-22 00:00:00,7,22,14,155.8800000000019,6,1,29.2,68,1.6,32.996697479499055,157.15999999999394,151.8399999999849,157.15999999999394,151.8399999999849,157.15999999999394,149.38000000001966,176.31999999999852
2022-05-22 15:00:00,2022,5,2022-05-22 00:00:00,7,22,15,184.91999999998325,6,1,27.8,71,2.6,30.644257187375327,176.31999999999852,180.6000000000131,176.31999999999852,180.6000000000131,176.31999999999852,157.15999999999394,178.1599999999953
2022-05-22 16:00:00,2022,5,2022-05-22 00:00:00,7,22,16,177.87999999999508,6,1,27.8,69,1.9,30.950292196181653,178.1599999999953,170.9200000000051,178.1599999999953,170.9200000000051,178.1599999999953,176.31999999999852,161.21999999999503
2022-05-22 17:00:00,2022,5,2022-05-22 00:00:00,7,22,17,158.88000000003308,6,1,27.6,67,1.3,30.91949760996616,161.21999999999503,176.17999999998256,161.21999999999503,176.17999999998256,161.21999999999503,178.1599999999953,164.6600000000078
2022-05-22 18:00:00,2022,5,2022-05-22 00:00:00,7,22,18,165.81999999999402,6,1,27.1,72,0.9,30.859967253814535,164.6600000000078,166.74000000000362,164.6600000000078,166.74000000000362,164.6600000000078,161.21999999999503,182.41999999999325
