TIME_TO_INTERVAL,Power,Radiation,ClearSkyRadiation,Radiation(SDv3)(CWB),Radiation(SDv3)(IBM),Radiation(SDv3)(OWM),Radiation(MSM),WeatherType(CWB),WeatherType(pred)(CWB),WeatherType(IBM),WeatherType(pred)(IBM),WeatherType(OWM),WeatherType(pred)(OWM),ApparentTemperature(pred)[CWB],Temperature(pred)[CWB],RelativeHumidity(pred)[CWB],FeelsLikeTemperature(pred)[IBM],Temperature(pred)[IBM],RelativeHumidity(pred)[IBM],FeelsLikeTemperature(pred)[OWM],Temperature(pred)[OWM],RelativeHumidity(pred)[OWM]
2021-08-22 11:00:00,5.45469999999999,0.9916666666666666,0.931742569,0.7524709272085577,0.8210142135683702,0.5908440557004582,0.8827699999999999,晴,晴,局部多雲,局部多雲,晴,晴,34,30,70,36,30,72,31.400000000000034,28.370000000000005,70
2021-08-22 12:00:00,5.689497896213187,0.7611111111111112,0.93535865,0.6364528463116054,0.9188966866600746,0.6000077095920342,0.9537100000000001,多雲,多雲,晴時多雲,晴時多雲,晴,晴,37,33,60,39,32,64,36.04000000000002,31.93000000000001,57
2021-08-22 13:00:00,6.259816666666678,0.8111111111111111,0.870193882,0.5831909376317813,0.8769998648360076,0.4780147603089528,0.92612,多雲,多雲,晴時多雲,晴時多雲,晴,晴,37,33,60,40,33,63,36.04000000000002,31.93000000000001,57
2021-08-22 14:00:00,5.885419444444442,0.7138888888888888,0.741114521,0.5113127578901726,0.7599968150126973,0.4101647866480393,0.7251299999999999,多雲,多雲,晴時多雲,晴時多雲,晴,晴,37,33,60,40,33,62,36.04000000000002,31.93000000000001,57
2021-08-22 15:00:00,4.563255555555559,0.5638888888888888,0.5582046279999999,0.3554210718233356,0.4993221922884637,0.28888753127804,0.59902,多雲,多雲,局部雷雨,局部雷雨,晴,晴,37,33,63,40,33,62,35.87999999999999,32.379999999999995,53
2021-08-22 16:00:00,2.5791583333333694,0.2972222222222222,0.337823248,0.28180780350051,0.2475697923995403,0.19292632069309487,0.38621,多雲,多雲,局部雷雨,局部雷雨,晴,晴,37,33,63,38,32,65,35.87999999999999,32.379999999999995,53
2021-08-22 17:00:00,0.6601472222222364,0.11666666666666665,0.11298133,0.08607319863874538,0.07838690338684656,0.06497954076713411,0.16158,多雲,多雲,局部雷雨,局部雷雨,晴,晴,37,33,63,39,32,63,35.87999999999999,32.379999999999995,53
2021-08-23 06:00:00,0.6632055555555582,0.09444444444444444,0.092510292,0.08563518252681901,0.08977238622411844,0.07972326824566238,0.1136,晴,晴,局部多雲,局部多雲,晴,晴,29,26,76,25,25,89,29.820000000000054,27.27000000000004,75
2021-08-23 07:00:00,2.513600000000003,0.2722222222222222,0.31340101600000003,0.2606378383509796,0.2794935802905291,0.22314198770028085,0.25463,晴,晴,局部多雲,局部多雲,晴,晴,29,26,76,32,28,80,29.820000000000054,27.27000000000004,75
2021-08-23 08:00:00,3.987536111111098,0.44722222222222224,0.5363609460000001,0.4572836149139324,0.4875298857371482,0.3974025293683117,0.53276,晴,晴,局部多雲,局部多雲,晴,晴,29,26,76,25,25,86,29.820000000000054,27.27000000000004,75
2021-08-23 09:00:00,5.783388685617796,0.7,0.724046141,0.6241278689632771,0.6557764163332722,0.5158857343474792,0.74037,晴,晴,局部多雲,局部多雲,晴,晴,33,30,60,35,30,72,31.800000000000008,28.81,67
2021-08-23 10:00:00,7.096015625000006,0.9055555555555554,0.859194775,0.6783995823797722,0.7717060173409496,0.5819020396345849,0.90098,晴,晴,局部多雲,局部多雲,晴,晴,33,30,60,38,32,62,31.800000000000008,28.81,67
2021-08-23 11:00:00,6.0468027777777715,0.9777777777777776,0.931136771,0.7501229242418878,0.8200831436173714,0.6147733238525738,0.97541,晴,晴,局部多雲,局部多雲,晴,晴,33,30,60,37,31,66,31.800000000000008,28.81,67
2021-08-23 12:00:00,5.512799999999987,0.7777777777777777,0.934454874,0.8526211653692498,0.8066651315911271,0.618210352912532,0.98325,晴,晴,局部多雲,局部多雲,晴,晴,35,33,59,39,33,60,35.75,32.32000000000005,53
2021-08-23 13:00:00,5.8898055555555615,0.5916666666666667,0.868888678,0.8088127616691528,0.7926835784530507,0.4958351369111507,0.92449,晴,晴,局部多雲,局部多雲,晴,晴,35,33,59,40,33,62,35.75,32.32000000000005,53
2021-08-23 14:00:00,6.021499999999995,0.6416666666666667,0.739336419,0.7424067604996595,0.7392311262062891,0.4162289024386869,0.78738,晴,晴,局部多雲,局部多雲,晴,晴,35,33,59,40,33,61,35.75,32.32000000000005,53
2021-08-23 15:00:00,4.5416801562936255,0.5972222222222222,0.55592795,0.5144855590764837,0.4889719927165879,0.29389565627730124,0.5562600000000001,晴,晴,多雲時晴,多雲時晴,晴,晴,34,33,60,40,33,63,35.950000000000045,32.28000000000004,54
2021-08-23 16:00:00,1.7801278843480894,0.3055555555555556,0.335114722,0.27224240681046485,0.2622778563154361,0.19116249646175304,0.34864,晴,晴,多雲時晴,多雲時晴,晴,晴,34,33,60,38,32,64,35.950000000000045,32.28000000000004,54
2021-08-23 17:00:00,0.5312416666666743,0.08888888888888889,0.110414022,0.09312482448591693,0.08974380265038118,0.06393341549010151,0.1136,晴,晴,多雲時晴,多雲時晴,晴,晴,34,33,60,40,33,63,35.950000000000045,32.28000000000004,54
2021-08-24 06:00:00,0.8742111111111139,0.11944444444444445,0.091715491,0.08923931981809137,0.08716881045251025,0.08178204626663829,0.11764,多雲,多雲,多雲時晴,多雲時晴,晴,晴,31,27,76,25,25,87,30.620000000000005,27.660000000000025,75
2021-08-24 07:00:00,2.898441666666684,0.33888888888888885,0.312683099,0.2603201405670021,0.26040795711758863,0.23478300110685146,0.34507,多雲,多雲,多雲時晴,多雲時晴,晴,晴,31,27,76,32,28,79,30.620000000000005,27.660000000000025,75
2021-08-24 08:00:00,3.750569444444429,0.5361111111111111,0.5358482729999999,0.4541787098095798,0.4624356352270787,0.4132270942070312,0.5646599999999999,多雲,多雲,多雲時晴,多雲時晴,晴,晴,31,27,76,29,26,86,30.620000000000005,27.660000000000025,75
2021-08-24 09:00:00,4.448026538678729,0.6888888888888889,0.723626131,0.5920891958278618,0.6642001103204469,0.5411724084390149,0.7450399999999999,多雲,多雲,多雲時晴,多雲時晴,晴,晴,34,30,65,35,30,72,32.49000000000001,29.150000000000034,67
2021-08-24 10:00:00,4.211594887468738,0.4611111111111111,0.858729291,0.7156373443997082,0.7433212266958157,0.6216131731115299,0.8626799999999999,多雲,多雲,多雲時晴,多雲時晴,晴,晴,34,30,65,39,32,65,32.49000000000001,29.150000000000034,67
2021-08-24 11:00:00,6.751411111111113,0.6666666666666666,0.930488421,0.7150701966278863,0.7648408796215663,0.6565500595045491,0.94502,多雲,多雲,多雲時晴,多雲時晴,晴,晴,34,30,65,37,31,67,32.49000000000001,29.150000000000034,67
2021-08-24 12:00:00,3.451602777777806,0.8638888888888888,0.933499117,0.6595835733781642,0.6792108916461286,0.6514566783828942,0.92934,多雲,多雲,零星雷雨,零星雷雨,晴,晴,37,32,67,40,33,64,36.660000000000025,32.210000000000036,57
2021-08-24 13:00:00,5.880780555555563,0.8250000000000001,0.8675237579999999,0.6057406054910857,0.5708294928002107,0.5230415696193539,0.87836,多雲,多雲,零星雷雨,零星雷雨,晴,晴,37,32,67,40,32,67,36.660000000000025,32.210000000000036,57
2021-08-24 14:00:00,5.617283319124769,0.5472222222222222,0.737493243,0.5136902729703562,0.5074367384479203,0.4462816258055686,0.7685700000000001,多雲,多雲,零星雷雨,零星雷雨,晴,晴,37,32,67,41,33,65,36.660000000000025,32.210000000000036,57
2021-08-24 15:00:00,2.43208053691274,0.15555555555555556,0.553584069,0.3465756618503573,0.4261528116548212,0.32221273554889385,0.60387,陰,陰,零星雷雨,零星雷雨,晴,晴,38,32,80,40,32,67,36.68000000000001,31.960000000000036,59
2021-08-24 16:00:00,0.2351575132422445,0.03888888888888889,0.332342575,0.21139276849679056,0.2722736341484351,0.2042300162932751,0.1843,陰,陰,零星雷雨,零星雷雨,晴,晴,38,32,80,38,31,71,36.68000000000001,31.960000000000036,59
2021-08-24 17:00:00,0.030616666666667482,0.030555555555555555,0.107816904,0.07655748395154112,0.08754766277054139,0.06593088016318306,0.047060000000000005,陰,陰,零星雷雨,零星雷雨,晴,晴,38,32,80,40,32,68,36.68000000000001,31.960000000000036,59
2021-08-25 06:00:00,0.8008777777777758,0.11388888888888887,0.090925817,0.08442160440095542,0.09057152096259176,0.0875270477594918,0.10736,晴,晴,局部多雲,局部多雲,晴,晴,30,26,79,29,26,91,30.080000000000037,27.150000000000034,80
2021-08-25 07:00:00,2.7909930264992946,0.3277777777777778,0.311961492,0.2576967811523855,0.2860991973638909,0.2524371865083726,0.32606,晴,晴,局部多雲,局部多雲,晴,晴,30,26,79,33,28,83,30.080000000000037,27.150000000000034,80
2021-08-25 08:00:00,4.702804262478933,0.5499999999999999,0.5353228839999999,0.4586346356766504,0.4889228824452253,0.4419717915621584,0.55272,晴,晴,局部多雲,局部多雲,晴,晴,30,26,79,29,26,90,30.080000000000037,27.150000000000034,80
2021-08-25 09:00:00,6.0183062709966295,0.7361111111111109,0.723183253,0.6225877005231397,0.6492930833343808,0.5786314381845947,0.7475599999999999,晴,晴,局部多雲,局部多雲,晴,晴,34,30,71,36,30,76,32.49000000000001,28.73000000000001,72
2021-08-25 10:00:00,6.896005555555591,0.8305555555555556,0.8582303809999999,0.6815693672006298,0.7705142472343876,0.6460892963331617,0.89866,晴,晴,局部多雲,局部多雲,晴,晴,34,30,71,39,32,65,32.49000000000001,28.73000000000001,72
2021-08-25 11:00:00,5.425575000000016,0.7777777777777777,0.92979644,0.7702777015644419,0.8234196479831775,0.6909317330623712,0.98614,晴,晴,局部多雲,局部多雲,晴,晴,34,30,71,37,31,69,32.49000000000001,28.73000000000001,72
2021-08-25 12:00:00,6.263727777777767,0.7388888888888889,0.932490616,0.6674684727447511,0.6885871992605249,0.6971733775075608,0.97024,多雲,多雲,零星雷雨,零星雷雨,晴,晴,37,32,63,40,33,63,36.35000000000002,31.94,58
2021-08-25 13:00:00,5.1448247827305735,0.8611111111111112,0.866098767,0.6174591532879038,0.5666845539946699,0.5656769233501402,0.90661,多雲,多雲,零星雷雨,零星雷雨,晴,晴,37,32,63,41,33,66,36.35000000000002,31.94,58
2021-08-25 14:00:00,5.683766778523476,0.7222222222222222,0.735585112,0.5134851449490179,0.4892053095508019,0.4739619082864929,0.78335,多雲,多雲,零星雷雨,零星雷雨,晴,晴,37,32,63,41,33,64,36.35000000000002,31.94,58
2021-08-25 15:00:00,4.620707915273144,0.5722222222222222,0.551173621,0.35530962074906386,0.23999608660190705,0.32767627545291256,0.60839,多雲,多雲,雷雨,雷雨,晴,晴,36,32,63,41,32,68,36.890000000000036,32.05000000000001,59
2021-08-25 16:00:00,2.5261222222222086,0.3527777777777778,0.329508034,0.27356088908313425,0.15497216424629962,0.20313329488024245,0.38571,多雲,多雲,雷雨,雷雨,晴,晴,36,32,63,38,31,73,36.890000000000036,32.05000000000001,59
2021-08-25 17:00:00,0.6207722222222241,0.04444444444444445,0.105193075,0.08012230698390012,0.05082594100299613,0.06576514500117384,0.00398,多雲,多雲,雷雨,雷雨,晴,晴,36,32,63,39,32,70,36.890000000000036,32.05000000000001,59
2021-08-26 06:00:00,0.9203694444444458,0.12222222222222222,0.090140691,0.09285998394126264,0.11866038182570073,0.09265480292514518,0.12724000000000002,多雲,多雲,晴時多雲,晴時多雲,晴,晴,30,26,79,29,26,92,26.220000000000034,25.400000000000034,85
2021-08-26 07:00:00,3.0474722222222046,0.3416666666666667,0.311235164,0.27228200458629,0.3466541779729567,0.2691348544116581,0.34594,多雲,多雲,晴時多雲,晴時多雲,晴,晴,30,26,79,32,27,85,26.220000000000034,25.400000000000034,85
2021-08-26 08:00:00,4.848683333333304,0.5694444444444444,0.53478353,0.4650750259878895,0.5884143354021402,0.46978242322393,0.57657,多雲,多雲,晴時多雲,晴時多雲,晴,晴,30,26,79,29,26,91,26.220000000000034,25.400000000000034,85
2021-08-26 09:00:00,6.31257222222219,0.7666666666666666,0.7227161879999999,0.631314761926641,0.4139966700654503,0.6159209168902587,0.77937,晴,晴,晴時多雲,晴時多雲,晴,晴,34,29,70,35,29,77,30.94,28.0,72
2021-08-26 10:00:00,7.206930555555522,0.8111111111111111,0.857696797,0.6805252985159775,0.5370027246990169,0.6876702206695373,0.89866,晴,晴,晴時多雲,晴時多雲,晴,晴,34,29,70,38,31,68,30.94,28.0,72
2021-08-26 11:00:00,6.190827777777803,0.7388888888888889,0.929059782,0.7710690253937018,0.7171642311150525,0.7268386484710629,0.96228,晴,晴,晴時多雲,晴時多雲,晴,晴,34,29,70,36,30,72,30.94,28.0,72
2021-08-26 12:00:00,7.053688888888915,0.7416666666666666,0.93142864,0.5567661769948029,0.8009482596029058,0.73221246208924,0.98614,陰,陰,局部多雲,局部多雲,晴,晴,37,32,62,39,32,66,35.56,31.090000000000032,62
2021-08-26 13:00:00,6.985861111111176,0.8027777777777778,0.8646133840000001,0.4567180616365848,0.7786983992572385,0.60492624824834,0.9185399999999999,陰,陰,局部多雲,局部多雲,晴,晴,37,32,62,40,32,67,35.56,31.090000000000032,62
2021-08-26 14:00:00,5.916477777777796,0.7194444444444444,0.73361218,0.4292769413963568,0.7278978086409962,0.5097353476766047,0.7753899999999999,陰,陰,局部多雲,局部多雲,晴,晴,37,32,62,40,32,66,35.56,31.090000000000032,62
2021-08-26 15:00:00,4.353969444444398,0.5666666666666667,0.5486972729999999,0.3117597845553845,0.4066139494804018,0.35568371358200346,0.61236,陰,陰,零星雷雨,零星雷雨,晴,晴,36,32,63,40,32,67,35.100000000000016,30.77000000000004,63
2021-08-26 16:00:00,2.4036666666666675,0.3333333333333333,0.326612356,0.1876706980021312,0.2540873094111084,0.2194193611276805,0.38571,陰,陰,零星雷雨,零星雷雨,晴,晴,36,32,63,38,31,69,35.100000000000016,30.77000000000004,63
2021-08-26 17:00:00,0.536589707927676,0.07222222222222223,0.102545732,0.06821234694186099,0.08007888045536476,0.06565803030709308,0.14712999999999998,陰,陰,零星雷雨,零星雷雨,晴,晴,36,32,63,40,32,67,35.100000000000016,30.77000000000004,63
2021-08-27 06:00:00,0.809208333333336,0.11388888888888887,0.089359555,0.0865903177241574,0.09737729557068052,0.09754470579965813,0.12,晴,晴,晴朗,晴朗,晴,晴,29,26,79,25,25,88,26.04000000000002,26.04000000000002,73
2021-08-27 07:00:00,2.850530555555511,0.3416666666666667,0.310503112,0.2612790418042724,0.2973910155587032,0.2852322325414453,0.35200000000000004,晴,晴,晴朗,晴朗,晴,晴,29,26,79,28,25,84,26.04000000000002,26.04000000000002,73
2021-08-27 08:00:00,4.61894166666666,0.5027777777777778,0.534228991,0.4724550207587462,0.5740761604303993,0.497116164048813,0.584,晴,晴,晴朗,晴朗,晴,晴,29,26,79,33,29,71,26.04000000000002,26.04000000000002,73
2021-08-27 09:00:00,5.279597222222229,0.7416666666666666,0.722223652,0.6292799585987205,0.775517878567857,0.6370016232470803,0.76,晴,晴,晴朗,晴朗,晴,晴,33,29,69,30,27,77,28.960000000000036,27.660000000000025,60
2021-08-27 10:00:00,6.420972762645925,0.9638888888888888,0.85712733,0.6732076516008156,0.8118010497918409,0.701197399923091,0.916,晴,晴,晴朗,晴朗,晴,晴,33,29,69,35,30,68,28.960000000000036,27.660000000000025,60
2021-08-27 11:00:00,6.946029909706546,0.7972222222222223,0.928277441,0.7528003720681481,0.9578679865629308,0.7509041058135876,0.96,晴,晴,晴朗,晴朗,晴,晴,33,29,69,39,32,63,28.960000000000036,27.660000000000025,60
2021-08-27 12:00:00,7.1868000000000185,0.9444444444444444,0.930312502,0.8344746702159406,0.8747057636705745,0.7460516531173609,0.98,晴,晴,晴時多雲,晴時多雲,晴,晴,36,32,62,37,31,65,34.920000000000016,31.52000000000004,56
2021-08-27 13:00:00,7.055472222222233,0.8861111111111111,0.863067328,0.7831404067375712,0.8534802849196831,0.6296875002822815,0.92,晴,晴,晴時多雲,晴時多雲,晴,晴,36,32,62,39,32,63,34.920000000000016,31.52000000000004,56
2021-08-27 14:00:00,6.0547805555556025,0.7666666666666666,0.731574636,0.7274397151366995,0.7388352683301267,0.5241445118815873,0.7559999999999999,晴,晴,晴時多雲,晴時多雲,晴,晴,36,32,62,40,33,62,34.920000000000016,31.52000000000004,56
2021-08-27 15:00:00,4.562416666666652,0.5722222222222222,0.5461557220000001,0.5057764514284299,0.5375267696859574,0.3624439466233027,0.544,晴,晴,局部多雲,局部多雲,晴,晴,35,32,60,39,32,63,35.81,31.950000000000053,56
2021-08-27 16:00:00,2.9433810068650086,0.3472222222222222,0.323656827,0.2588796454246306,0.2920831094423227,0.22647089412949395,0.384,晴,晴,局部多雲,局部多雲,晴,晴,35,32,60,40,33,62,35.81,31.950000000000053,56
2021-08-27 17:00:00,0.6945611590972359,0.06388888888888887,0.099878167,0.08203257703601649,0.07975649026815954,0.06276942254528707,0.14800000000000002,晴,晴,局部多雲,局部多雲,晴,晴,35,32,60,38,31,67,35.81,31.950000000000053,56
2021-08-28 06:00:00,0.6982444444444422,0.10277777777777776,0.088581881,0.09398012118200308,0.0913272122032346,0.1008887520151378,0.11566,多雲,多雲,局部多雲,局部多雲,晴,晴,30,26,79,25,25,90,26.629999999999995,26.629999999999995,77
2021-08-28 07:00:00,2.7475250000000044,0.3194444444444444,0.309764364,0.2731104136420313,0.2930701577216165,0.2984860291470689,0.34697,多雲,多雲,局部多雲,局部多雲,晴,晴,30,26,79,28,25,88,26.629999999999995,26.629999999999995,77
2021-08-28 08:00:00,4.660330555555542,0.5555555555555556,0.533658085,0.4657519783549219,0.5007332288418985,0.5169217226447507,0.5742999999999999,多雲,多雲,局部多雲,局部多雲,晴,晴,30,26,79,33,29,72,26.629999999999995,26.629999999999995,77
2021-08-28 09:00:00,6.178219178082203,0.7277777777777777,0.7217044,0.6118507813207889,0.6558717514730598,0.6642874450479717,0.75776,多雲,多雲,局部多雲,局部多雲,晴,晴,34,29,64,31,27,80,30.24000000000001,28.350000000000023,62
2021-08-28 10:00:00,6.974185980780147,0.8972222222222221,0.8565208129999999,0.6897783681932038,0.7784092767710737,0.7276080680002361,0.90931,多雲,多雲,局部多雲,局部多雲,晴,晴,34,29,64,36,31,66,30.24000000000001,28.350000000000023,62
2021-08-28 11:00:00,4.935709080717497,0.8722222222222222,0.927448453,0.7154475748307118,0.8261734993099161,0.7705244117659642,0.98109,多雲,多雲,局部多雲,局部多雲,晴,晴,34,29,64,39,33,59,30.24000000000001,28.350000000000023,62
2021-08-28 12:00:00,4.102797222222199,0.5666666666666667,0.929141552,0.8415784092244493,0.8875349844733743,0.7572800498696216,0.99306,晴,晴,晴時多雲,晴時多雲,晴,晴,36,32,59,37,32,62,34.99000000000001,31.81,54
2021-08-28 13:00:00,6.360430555555593,0.5833333333333334,0.8614603559999999,0.7900385111771022,0.8584051773019729,0.6702790343591238,0.91728,晴,晴,晴時多雲,晴時多雲,晴,晴,36,32,59,40,34,57,34.99000000000001,31.81,54
2021-08-28 14:00:00,5.7760111111110675,0.5611111111111111,0.729472703,0.7275603485734644,0.7422627611915635,0.5507386664950503,0.7816900000000001,晴,晴,晴時多雲,晴時多雲,晴,晴,36,32,59,41,34,57,34.99000000000001,31.81,54
2021-08-28 15:00:00,4.37775296777837,0.4083333333333333,0.543549698,0.5025296613273434,0.5064470553609631,0.37551790158016335,0.59823,晴,晴,晴時多雲,晴時多雲,晴,晴,35,32,53,41,34,57,35.920000000000016,32.400000000000034,53
2021-08-28 16:00:00,2.49445281965379,0.3027777777777778,0.320642768,0.25655902520387003,0.28360969858852303,0.23352470408113565,0.37888,晴,晴,晴時多雲,晴時多雲,晴,晴,35,32,53,41,33,59,35.920000000000016,32.400000000000034,53
2021-08-28 17:00:00,0.6215165081141596,0.08888888888888889,0.09719377,0.07593708920693054,0.0785469342944464,0.061188144619520636,0.14357,晴,晴,晴時多雲,晴時多雲,晴,晴,35,32,53,39,32,65,35.920000000000016,32.400000000000034,53
2021-08-29 06:00:00,0.7224472222222226,0.0972222222222222,0.08780716,0.08550362052159083,0.09974179931434027,0.09929235128879024,0.1144,晴,晴,晴朗,晴朗,晴,晴,31,26,84,26,26,89,29.75,27.29000000000002,74
2021-08-29 07:00:00,2.6541027777777866,0.3055555555555556,0.309017976,0.2602365107639096,0.3069845648806291,0.2985376454996761,0.34715,晴,晴,晴朗,晴朗,晴,晴,31,26,84,25,25,88,29.75,27.29000000000002,74
2021-08-29 08:00:00,4.612752777777779,0.5111111111111111,0.533069661,0.4663554823756283,0.5550444435936541,0.517218993401615,0.57201,晴,晴,晴朗,晴朗,晴,晴,31,26,84,35,30,73,29.75,27.29000000000002,74
2021-08-29 09:00:00,5.022152777777778,0.7444444444444445,0.7211572279999999,0.6285761733777435,0.7659224542228927,0.6637468230503496,0.75347,晴,晴,晴朗,晴朗,晴,晴,34,30,67,32,28,81,31.080000000000037,29.030000000000033,60
2021-08-29 10:00:00,6.979444444444435,0.9166666666666666,0.855876118,0.6824690144545791,0.8485824602215322,0.7265807852808976,0.9231,晴,晴,晴朗,晴朗,晴,晴,34,30,67,37,31,66,31.080000000000037,29.030000000000033,60
2021-08-29 11:00:00,7.346902777777799,1.0055555555555555,0.926571898,0.7533873063680047,0.9160204245988408,0.7783967757168213,0.97439,晴,晴,晴朗,晴朗,晴,晴,34,30,67,40,33,59,31.080000000000037,29.030000000000033,60
2021-08-29 12:00:00,7.267333333333317,0.9166666666666666,0.927915186,0.6936175203364161,0.7849941189562085,0.7557072171390884,0.9822799999999999,多雲,多雲,局部多雲,局部多雲,晴,晴,38,33,59,39,32,62,36.160000000000025,32.379999999999995,54
2021-08-29 13:00:00,5.691623051224941,0.7611111111111112,0.859792265,0.6109865028726011,0.7704274778187451,0.6772756617399326,0.90338,多雲,多雲,局部多雲,局部多雲,晴,晴,38,33,59,41,34,58,36.160000000000025,32.379999999999995,54
2021-08-29 14:00:00,5.643756628523594,0.7333333333333334,0.727306645,0.5023435559722599,0.7171975409584785,0.5735264972364816,0.0355,多雲,多雲,局部多雲,局部多雲,晴,晴,38,33,59,41,33,61,36.160000000000025,32.379999999999995,54
2021-08-29 15:00:00,4.219030555555576,0.475,0.540879966,0.32343895689074786,0.5344818864885772,0.3956729431639821,0.0,陰,陰,局部多雲,局部多雲,晴,晴,36,33,56,41,34,59,36.56,32.57000000000005,54
2021-08-29 16:00:00,2.107141666666664,0.2638888888888889,0.317571529,0.19564404166745264,0.2899728511913909,0.2467429708621037,0.37476,陰,陰,局部多雲,局部多雲,晴,晴,36,33,56,41,33,62,36.56,32.57000000000005,54
2021-08-29 17:00:00,0.5829361111111067,0.08055555555555555,0.094496027,0.06296985782805928,0.07452036416810383,0.0633618349095251,0.14595999999999998,陰,陰,局部多雲,局部多雲,晴,晴,36,33,56,38,31,68,36.56,32.57000000000005,54
2021-08-30 06:00:00,0.505581655480988,0.07222222222222223,0.08703490800000001,0.09457730887259268,0.08426088464636969,0.099345665270047,0.08069,多雲,多雲,多雲時晴,多雲時晴,晴,晴,30,26,80,29,26,89,30.150000000000034,27.379999999999995,76
2021-08-30 07:00:00,1.2036330326944709,0.13055555555555556,0.308263029,0.2830697271595349,0.2581012338233871,0.30236784775158776,0.19213,多雲,多雲,多雲時晴,多雲時晴,晴,晴,30,26,80,25,25,87,30.150000000000034,27.379999999999995,76
2021-08-30 08:00:00,2.3205640455682106,0.25,0.5324626029999999,0.4932969842980818,0.4601395437951625,0.5169945150774843,0.29587,多雲,多雲,多雲時晴,多雲時晴,晴,晴,30,26,80,34,30,71,30.150000000000034,27.379999999999995,76
2021-08-30 09:00:00,3.4697083333333474,0.4055555555555556,0.720580966,0.6405126493126446,0.6582861519144318,0.6657875580843046,0.30739999999999995,多雲,多雲,多雲時晴,多雲時晴,晴,晴,34,30,69,32,28,80,30.69,28.460000000000036,64
2021-08-30 10:00:00,3.3955138888888725,0.21944444444444444,0.855192162,0.7185397517572599,0.7164765993495416,0.7345607585844866,0.5264300000000001,多雲,多雲,多雲時晴,多雲時晴,晴,晴,34,30,69,37,31,65,30.69,28.460000000000036,64
2021-08-30 11:00:00,3.810622222222194,0.4583333333333333,0.925646899,0.7502963308099341,0.7603528647018962,0.7823582105724943,0.4572600000000001,多雲,多雲,多雲時晴,多雲時晴,晴,晴,34,30,69,39,33,60,30.69,28.460000000000036,64
2021-08-30 12:00:00,3.6408590182648086,0.3944444444444444,0.926632845,0.6865209167831675,0.7177427268328244,0.7630683570996909,0.3727200000000001,多雲,多雲,多雲時晴,多雲時晴,晴,晴,37,32,59,39,32,62,36.19,32.260000000000055,55
2021-08-30 13:00:00,2.669983328702399,0.25555555555555554,0.8580629009999999,0.6051036322465673,0.6974004909608086,0.696038836362683,0.5110600000000001,多雲,多雲,多雲時晴,多雲時晴,晴,晴,37,32,59,40,33,59,36.19,32.260000000000055,55
2021-08-30 14:00:00,2.343310152990288,0.3,0.725076768,0.5007186603483001,0.6880396751986921,0.6041113677204244,0.62633,多雲,多雲,多雲時晴,多雲時晴,晴,晴,37,32,59,40,33,62,36.19,32.260000000000055,55
2021-08-30 15:00:00,1.7257944444444573,0.13055555555555556,0.538147331,0.4855110455259557,0.4075167320559549,0.4028813542586038,0.5110600000000001,晴,晴,零星雷雨,零星雷雨,晴,晴,37,32,58,40,33,61,36.52000000000004,32.28000000000004,56
2021-08-30 16:00:00,1.0373388888888622,0.08611111111111111,0.314444504,0.2517187063362796,0.24885989860215305,0.2426995897395237,0.34967000000000004,晴,晴,零星雷雨,零星雷雨,晴,晴,37,32,58,40,33,63,36.52000000000004,32.28000000000004,56
2021-08-30 17:00:00,0.4552999155167588,0.03611111111111112,0.09178852,0.07268548021198731,0.07128778381598426,0.06090356793145716,0.10375,晴,晴,零星雷雨,零星雷雨,晴,晴,37,32,58,38,31,67,36.52000000000004,32.28000000000004,56
2021-08-31 06:00:00,0.19418333333333124,0.07222222222222223,0.086264655,0.09569680463236056,0.11526234435952835,0.09892432091880347,0.09734,多雲,多雲,晴時多雲,晴時多雲,晴,晴,30,26,78,26,26,90,26.530000000000033,26.530000000000033,78
2021-08-31 07:00:00,1.5748305555555606,0.18333333333333326,0.307498626,0.2831744815630441,0.3400285996826561,0.2944105876930064,0.32318,多雲,多雲,晴時多雲,晴時多雲,晴,晴,30,26,78,29,26,89,26.530000000000033,26.530000000000033,78
2021-08-31 08:00:00,1.5532222222222205,0.2388888888888889,0.531835822,0.4865164011474165,0.5757383514967499,0.500745271626213,0.55291,多雲,多雲,晴時多雲,晴時多雲,晴,晴,30,26,78,35,30,76,26.530000000000033,26.530000000000033,78
2021-08-31 09:00:00,2.8892611111111277,0.3805555555555556,0.719974482,0.6259893640390788,0.6528785666445063,0.6514331694591688,0.7359100000000001,晴,晴,局部多雲,局部多雲,晴,晴,34,30,72,33,28,82,31.56,28.450000000000053,70
2021-08-31 10:00:00,5.8685773826062775,0.6083333333333333,0.8544679000000001,0.6825978676497656,0.780299471043611,0.7083932873740358,0.88387,晴,晴,局部多雲,局部多雲,晴,晴,34,30,72,37,31,69,31.56,28.450000000000053,70
2021-08-31 11:00:00,4.584088888888883,0.5083333333333333,0.924672625,0.7525966220858903,0.8250557640671764,0.7696423835927158,0.96174,晴,晴,局部多雲,局部多雲,晴,晴,34,30,72,40,33,64,31.56,28.450000000000053,70
2021-08-31 12:00:00,6.5685555555555535,0.3888888888888888,0.925294016,0.6662352848259218,0.7888308363184565,0.7474900955610861,0.9656399999999999,多雲,多雲,局部多雲,局部多雲,晴,晴,37,33,63,39,32,66,36.220000000000034,31.879999999999995,58
